청구일,종목명,상태,자본금(백만),매출액(백만),당기순이익(백만),주간사,주업종,수요예측일,희망공모가(원),확정공모가,공모금액(백만),예측일,공모희망가(원),공모가(원),공모금액(백만원),기관경쟁률,의무보유확약,공모주일정,희망공모가,청약경쟁률,분석,신규상장일,현재가(원),전일비(%),공모가대비등락률(%),시초가(원),시초/공모(%),첫날종가(원),
2021/04/28,에이비온,상장,"8,338","1,994","-10,476","미래에셋증권,한화투자증권",자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2021/04/27,라이콤,철회,"1,469","30,604","3,475",IBK투자증권,통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/04/26,차백신연구소,상장,"11,194",78,"-6,240",삼성증권,의약품 제조업,2021.10.05~10.06,"11,000~15,000","11,000","43,450",2021.10.05,"11,000~15,000","11,000","43,450",206.23:1,1.93%,2021.10.12~10.13,"11,000~15,000",42.16:1,,2021/10/22,"9,210",-7.44%,-16.27%,"11,700",6.36%,"13,000",
2021/04/26,카카오페이(유가),상장,"65,183","284,371","-25,051",삼성증권,기타 금융업,,,,,,,,,,,,,,,,,,,,,,
2021/04/23,리파인,상장,"1,300","54,164","16,067",KB증권,"부동산 중개, 자문 및 감정평가업",2021.10.14~10.15,"21,000~24,000","21,000","90,930",2021.10.14,"21,000~24,000","21,000","90,930",64.19:1,3.22%,2021.10.20~10.21,"21,000~24,000",5.95:1,,2021/10/29,"11,950",-2.45%,-43.1%,"18,900",-10%,"14,300",
2021/04/23,바이오플러스,상장,"6,955","24,367","9,703",키움증권,기초 의약물질 및 생물학적 제제,2021.09.08~09.09,"28,500~31,500","31,500","39,900",2021.09.08,"28,500~31,500","31,500","39,900",1220.2:1,7.80%,2021.09.13~09.14,"28,500~31,500",1206.63:1,,2021/09/27,"22,450",-3.85%,-28.73%,"39,500",25.4%,"32,450",
2021/04/23,실리콘투,상장,"5,012","99,398","5,716","미래에셋증권,삼성증권",상품 종합 도매업,,,,,,,,,,,,,,,,,,,,,,
2021/04/23,와이엠텍,상장,"2,696","17,037","3,866",KB증권,"전동기, 발전기 및 전기 변환 ·",2021.08.25~08.26,"21,000~25,000","28,000","12,600",2021.08.25,"21,000~25,000","28,000","12,600",1696.19:1,31.59%,2021.08.31~09.01,"21,000~25,000",2939.57:1,,2021/09/10,"37,350",-4.23%,33.39%,"56,000",100%,"59,000",
2021/04/23,엠로,상장,"2,713","40,302","3,389",한국투자증권,소프트웨어 개발 및 공급업,2021.07.29~07.30,"20,100~22,600","22,600","20,423",2021.07.29,"20,100~22,600","22,600","20,423",685.60:1,6.97%,2021.08.04~08.05,"20,100~22,600",250:1,,2021/08/13,"18,850",3.01%,-16.59%,"32,700",44.69%,"28,300",
2021/04/22,아주스틸(유가),상장,"13,226","569,794","11,709",미래에셋증권,1차 철강 제조업,2021.08.02~08.03,"12,700~15,100","15,100","88,106",2021.08.02,"12,700~15,100","15,100","88,106",1776.9:1,16.33%,2021.08.09~08.10,"12,700~15,100",1419.73:1,,2021/08/20,"17,200",1.47%,13.91%,"30,200",100%,"33,500",
2021/04/16,한컴라이프케어(유가),상장,"5,534","151,842","27,690",미래에셋증권,기타 의료용 기기 제조업,2021.07.29~07.30,"10,700~13,700","13,700","88,834",2021.07.29,"10,700~13,700","13,700","88,834",418.99:1,3.27%,2021.08.05~08.06,"10,700~13,700",109.8:1,,2021/08/17,"7,000",-6.29%,-48.91%,"16,050",17.15%,"12,800",
2021/04/16,원티드랩,상장,"2,351","14,648","-9,174",한국투자증권,소프트웨어 개발 및 공급업,2021.07.26~07.27,"28,000~35,000","35,000","20,440",2021.07.26,"28,000~35,000","35,000","20,440",1503.91:1,10.98%,2021.08.02~08.03,"28,000~35,000",1731.23:1,,2021/08/11,"28,050",-6.03%,-19.86%,"70,000",100%,"91,000",
2021/04/15,카카오뱅크(유가),상장,"2,375,501","804,157","113,636",KB증권,은행 및 저축기관,,,,,,,,,,,,,,,,,,,,,,
2021/04/15,브레인즈컴퍼니,상장,"2,054","14,829","3,734",키움증권,시스템 소프트웨어 개발 및 공급업,2021.08.03~08.04,"20,000~22,500","25,000","12,000",2021.08.03,"20,000~22,500","25,000","12,000",1428.8:1,8.92%,2021.08.09~08.10,"20,000~22,500",1190.39:1,,2021/08/19,"24,000",-4.38%,-4%,"50,000",100%,"65,000",
2021/04/13,엑셀세라퓨틱스,철회,"4,368",540,"-10,124",대신증권,의료용품 및 기타 의약 관련제품,,,,,,,,,,,,,,,,,,,,,,
2021/04/09,바이젠셀,상장,"4,716",0,"-10,455","대신증권,KB증권",의약품 제조업,2021.08.06~08.09,"42,800~52,700","52,700","80,741",2021.08.06,"42,800~52,700","52,700","80,741",1271.21:1,13.61%,2021.08.12~08.13,"42,800~52,700",886.2:1,,2021/08/25,"26,500",-5.86%,-49.72%,"73,500",39.47%,"59,500",
2021/04/08,크래프톤(유가),상장,"4,889","1,670,427","556,267",미래에셋증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2021/04/07,일진하이솔루스(유가),상장,"18,156","113,525","15,579","삼성증권,미래에셋증권",기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,큐라클,상장,"6,677",0,"-28,610",삼성증권,자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2021/03/31,플래티어,상장,"4,134","39,376","2,685",KB증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2021/03/30,에브리봇,상장,"3,047","49,165",-902,NH투자증권,가정용 기기 제조업,2021.07.13~07.14,"32,600~36,700","36,700","36,512",2021.07.13,"32,600~36,700","36,700","36,512",576.74:1,0.67%,2021.07.19~07.20,"32,600~36,700",159.42:1,,2021/07/28,"34,500",-5.74%,-5.99%,"33,050",-9.95%,"30,300",
2021/03/24,NH스팩19호(유가),상장,"5,129",0,0,NH투자증권,금융 지원 서비스업,2021.05.06~05.07,"2,000~2,000","2,000","96,000",2021.05.06,"2,000~2,000","2,000","96,000",,-,2021.05.11~05.12,"2,000~2,000",21.64:1,,2021/05/21,"2,085",-0.24%,4.25%,"2,075",3.75%,"2,100",
2021/03/24,삼성머스트스팩5호,상장,81,0,0,삼성증권,금융 지원 서비스업,2021.06.03~06.04,"2,000~2,000","2,000","8,000",2021.06.03,"2,000~2,000","2,000","8,000",,-,2021.06.08~06.09,"2,000~2,000",908.55:1,,2021/06/17,"3,075",-1.44%,53.75%,"4,000",100%,"5,200",
2021/03/22,오에스피,철회,"3,458","15,567","3,313","대신증권,SK증권",동물용 사료 및 조제식품 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/03/09,맥스트,상장,"4,266","1,983","-8,921",하나금융투자,소프트웨어 개발 및 공급업,2021.07.12~07.13,"11,000~13,000","15,000","11,000",2021.07.12,"11,000~13,000","15,000","11,000",1587.01:1,39.13%,2021.07.16~07.19,"11,000~13,000",6762.75:1,,2021/07/27,"50,100",-5.83%,234%,"30,000",100%,"39,000",
2021/03/02,엘비루셈,상장,"12,300","209,770","17,105","한국투자증권,KB증권",반도체 제조업,2021.05.26~05.27,"12,000~14,000","14,000","72,000",2021.05.26,"12,000~14,000","14,000","72,000",1419.23:1,4.48%,2021.06.02~06.03,"12,000~14,000",824.51:1,,2021/06/11,"11,150",-3.46%,-20.36%,"18,000",28.57%,"15,200",
2021/02/15,삼성스팩4호,상장,402,0,0,삼성증권,금융 지원 서비스업,2021.05.06~05.07,"2,000~2,000","2,000","7,400",2021.05.06,"2,000~2,000","2,000","7,400",,-,2021.05.11~05.12,"2,000~2,000",78.63:1,,2021/05/21,"4,635",-0.54%,131.75%,"2,070",3.5%,"2,105",
2021/02/04,하이스팩6호,상장,540,0,0,하이투자증권,기타 금융업,2021.04.22~04.23,"2,000~2,000","2,000","8,500",2021.04.22,"2,000~2,000","2,000","8,500",,-,2021.04.28~04.29,"2,000~2,000",7.63:1,,2021/05/10,"2,100",0.00%,5%,"2,060",3%,"2,065",
2021/02/04,루켄테크놀러지스,철회,"5,494","32,667","-1,491",신한금융투자,기타 전기장비 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/02/04,셀비온,철회,"4,434",350,"-3,518",대신증권,의약품 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/01/26,에스디바이오센서(유가),상장,"51,635","73,728","1,399","한국투자증권,NH투자증권",의료용 기기 제조업,,,,,,,,,,,,,,,,,,,,,,
2021/01/15,오비고,상장,"5,641","10,229","-5,332",NH투자증권,"컴퓨터 프로그래밍, 시스템 통합",2021.06.28~06.29,"12,400~14,300","14,300","27,426",2021.06.28,"12,400~14,300","14,300","27,426",1123.74 :1,7.68%,2021.07.01~07.02,"12,400~14,300",1485.15:1,,2021/07/13,"15,250",-4.09%,6.64%,"19,200",34.27%,"20,700",
2021/01/05,샘씨엔에스,상장,"25,076","20,985",556,대신증권,전자부품 제조업,2021.05.03~05.04,"5,000~5,700","6,500","60,000",2021.05.03,"5,000~5,700","6,500","60,000",1537.67:1,26.07%,2021.05.10~05.11,"5,000~5,700",1104.29:1,,2021/05/20,"6,300",-4.69%,-3.08%,"6,400",-1.54%,"8,320",
2020/12/28,레몬헬스케어,철회,"4,458","2,042","-22,365","미래에셋대우,KB증권",소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/12/22,이노뎁,상장,"3,475","60,760","1,653",하이투자증권,소프트웨어 개발 및 공급업,2021.06.03~06.04,"14,000~18,000","18,000","14,700",2021.06.03,"14,000~18,000","18,000","14,700",1573.93:1,6.05%,2021.06.09~06.10,"14,000~18,000",692.12:1,,2021/06/18,"20,700",-4.39%,15%,"22,200",23.33%,"18,050",
2020/12/21,진시스템,상장,"3,405","1,135","-4,041",삼성증권,의료용 기기 제조업,2021.05.06~05.07,"16,000~20,000","20,000","22,800",2021.05.06,"16,000~20,000","20,000","22,800",934.07:1,1.50%,2021.05.13~05.14,"16,000~20,000",354.58:1,,2021/05/26,"9,750",-8.02%,-51.25%,"19,100",-4.5%,"17,400",
2020/12/18,SK아이이테크놀로지(유가),상장,"71,297","263,037","63,684",미래에셋증권,일차전지 및 축전지 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/12/16,이노벡스,철회,622,"6,201",-422,IBK투자증권,전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/12/16,에이치피오,상장,"9,969","58,604","8,761",대신증권,건강기능식품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/12/15,유진스팩6호,상장,302,0,0,유진투자증권,2020-11-20,,,,,,,,,,,,,,,,,,,,,,
2020/12/14,이에스알켄달스퀘어리츠(유가),상장,"143,259",0,0,,부동산 임대 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/12/14,딥노이드,상장,"2,310",235,"-8,606",KB증권,소프트웨어 개발 및 공급업,2021.08.02~08.03,"31,500~42,000","42,000","9,450",2021.08.02,"31,500~42,000","42,000","9,450",1179.07:1,7.29%,2021.08.05~08.06,"31,500~42,000",834.86:1,,2021/08/17,"14,900",-8.59%,-64.52%,"72,000",71.43%,"50,400",
2020/12/09,IBKS스팩15호,상장,352,0,0,IBK투자증권,기타 금융업,2021.02.15~02.16,"2,000~2,000","2,000","6,400",2021.02.15,"2,000~2,000","2,000","6,400",,-,2021.02.18~02.19,"2,000~2,000",101.73:1,,2021/02/26,"2,505",-5.29%,25.25%,"2,060",3%,"2,070",
2020/12/09,씨앤씨인터내셔널,상장,590,"81,598","6,637",NH투자증권,기타 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/12/02,엔시스,상장,"1,040","31,884","1,912",미래에셋대우,기타 전기장비 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/12/01,하나머스트스팩7호,상장,430,0,0,하나금융투자,금융 지원 서비스업,2021.02.17~02.18,"2,000~2,000","2,000","7,000",2021.02.17,"2,000~2,000","2,000","7,000",,-,2021.02.23~02.24,"2,000~2,000",237.46:1,,2021/03/05,"2,140",-0.93%,7%,"2,055",2.75%,"2,050",
2020/12/01,SK바이오사이언스(유가),상장,"38,250","183,938","14,677","NH투자증권,한국투자증권,미래에",기초 의약물질 및 생물학적 제제,,,,,,,,,,,,,,,,,,,,,,
2020/11/27,라온테크,상장,"2,443","12,632","-1,432",KB증권,특수 목적용 기계 제조업,2021.05.31~06.01,"12,800~15,800","18,000","6,400",2021.05.31,"12,800~15,800","18,000","6,400",1526.2:1,8.90%,2021.06.07~06.08,"12,800~15,800",779.10:1,,2021/06/17,"35,200",0.00%,95.56%,"20,250",12.5%,"20,500",
2020/11/26,에이디엠코리아,상장,"2,183","10,206",653,하나금융투자,자연과학 및 공학 연구개발업,2021.05.17~05.18,"2,900~3,300","3,800","13,050",2021.05.17,"2,900~3,300","3,800","13,050",1515.98:1,12.35%,2021.05.25~05.26,"2,900~3,300",2345.4:1,,2021/06/03,"6,140",9.64%,61.58%,"7,600",100%,"9,880",
2020/11/23,제주맥주,상장,"27,997","7,317","-13,955",대신증권,알코올음료 제조업,2021.05.10~05.11,"2,600~2,900","3,200","21,741",2021.05.10,"2,600~2,900","3,200","21,741",1356.43:1,5.47%,2021.05.13~05.14,"2,600~2,900",1747.82:1,,2021/05/26,"2,110",-6.64%,-34.06%,"4,780",49.38%,"4,900",
2020/11/23,엑소코바이오,철회,"1,537","6,344","-15,246","신한금융투자,미래에셋대우",기타 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/11/13,제노코,상장,"1,221","32,927","2,198",DB금융투자,통신 및 방송 장비 제조업,2021.03.09~03.10,"27,000~33,000","36,000","13,230",2021.03.09,"27,000~33,000","36,000","13,230",1452.49:1,22.15%,2021.03.15~03.16,"27,000~33,000",2095.45:1,,2021/03/24,"23,300",-5.28%,-35.28%,"65,000",80.56%,"80,100",
2020/11/11,삼영에스앤씨,상장,"2,209","14,489",633,미래에셋증권,전자부품 제조업,2021.05.06~05.07,"7,800~10,000","11,000","8,619",2021.05.06,"7,800~10,000","11,000","8,619",1762.39 :1,15.27%,2021.05.11~05.12,"7,800~10,000",2392.84:1,,2021/05/21,"10,950",-5.60%,-0.45%,"22,000",100%,"28,600",
2020/11/06,신한스팩7호,상장,455,0,0,신한금융투자,기타 금융업,2021.01.18~01.19,"2,000~2,000","2,000","8,000",2021.01.18,"2,000~2,000","2,000","8,000",,-,2021.01.25~01.26,"2,000~2,000",7.45:1,,2021/02/04,"2,075",-0.24%,3.75%,"2,020",1%,"2,030",
2020/11/02,대신밸런스스팩9호,상장,421,0,0,대신증권,금융 지원 서비스업,2020.12.09~12.10,"2,000~2,000","2,000","7,000",2020.12.09,"2,000~2,000","2,000","7,000",,-,2020.12.14~12.15,"2,000~2,000",5.31:1,,2020/12/23,"4,640",-3.13%,132%,"2,020",1%,"2,050",
2020/10/28,한국스팩9호,상장,481,0,0,한국투자증권,금융 지원 서비스업,2021.01.06~01.07,"2,000~2,000","2,000","8,000",2021.01.06,"2,000~2,000","2,000","8,000",,-,2021.01.12~01.13,"2,000~2,000",46.54:1,,2021/01/21,"3,080",0.00%,54%,"2,020",1%,"2,030",
2020/10/20,이삭엔지니어링,상장,"4,144","32,759","2,679",신한금융투자,"컴퓨터 프로그래밍, 시스템 통합",2021.04.06~04.07,"9,500~11,500","11,500","19,950",2021.04.06,"9,500~11,500","11,500","19,950",1427.15:1,20.73%,2021.04.12~04.13,"9,500~11,500",2262.09:1,,2021/04/21,"11,750",-4.47%,2.17%,"23,000",100%,"26,150",
2020/10/19,아모센스,상장,"5,600","62,028","-1,196",신한금융투자,전자부품 제조업,2021.06.10~06.11,"12,400~15,200","12,400","34,470",2021.06.10,"12,400~15,200","12,400","34,470",116.79:1,2.57%,2021.06.15~06.16,"12,400~15,200",26.55:1,,2021/06/25,"17,700",-4.07%,42.74%,"12,250",-1.21%,"15,900",
2020/10/16,유안타스팩7호,상장,115,0,0,유안타증권,금융 지원 서비스업,2020.12.10~12.11,"2,000~2,000","2,000","8,700",2020.12.10,"2,000~2,000","2,000","8,700",,-,2020.12.17~12.18,"2,000~2,000",0.22:1,,2020/12/28,"2,130",0.00%,6.5%,"2,010",0.5%,"2,005",
2020/10/16,유안타스팩8호,상장,649,0,0,유안타증권,금융 지원 서비스업,2021.03.19~03.22,"2,000~2,000","2,000","12,500",2021.03.19,"2,000~2,000","2,000","12,500",,-,2021.03.25~03.26,"2,000~2,000",84.91:1,,2021/04/05,"2,120",0.00%,6%,"2,030",1.5%,"2,030",
2020/10/15,디비금융스팩9호,상장,484,0,0,DB금융투자,기타 금융업,2021.03.02~03.03,"2,000~2,000","2,000","8,000",2021.03.02,"2,000~2,000","2,000","8,000",,-,2021.03.05~03.08,"2,000~2,000",8.56:1,,2021/03/16,"2,105",0.00%,5.25%,"2,025",1.25%,"2,020",
2020/10/15,시큐센,철회,47,"15,517",-815,신한금융투자,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,엔에이치스팩18호,상장,460,0,0,엔에이치투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2020/10/14,유일에너테크,상장,"5,295","47,015","8,164",신영증권,특수 목적용 기계 제조업,2021.02.04~02.05,"11,000~14,000","16,000","26,567",2021.02.04,"11,000~14,000","16,000","26,567",1427.69:1,61.06%,2021.02.15~02.16,"11,000~14,000",683.55:1,,2021/02/25,"21,600",1.65%,35%,"32,000",100%,"34,500",
2020/10/14,하나금융스팩17호,상장,681,0,0,하나금융투자,금융 지원 서비스업,2021.01.25~01.26,"2,000~2,000","2,000","12,000",2021.01.25,"2,000~2,000","2,000","12,000",,-,2021.01.29~02.01,"2,000~2,000",168.68:1,,2021/02/10,"2,810",0.00%,40.5%,"2,045",2.25%,"2,050",
2020/10/14,디비금융스팩8호,상장,605,0,0,DB금융투자,기타 금융업,2020.11.24~11.25,"2,000~2,000","2,000","10,000",2020.11.24,"2,000~2,000","2,000","10,000",,-,2020.11.30~12.01,"2,000~2,000",0.71:1,,2020/12/09,"2,115",0.00%,5.75%,"1,985",-0.75%,"1,985",
2020/09/28,자이언트스텝,상장,"4,713","12,839","-4,430",한국투자증권,"영화, 비디오물, 방송프로그램 제",2021.03.09~03.10,"9,000~11,000","11,000","12,600",2021.03.09,"9,000~11,000","11,000","12,600",1691.65:1,24.42%,2021.03.15~03.16,"9,000~11,000",2342:1,,2021/03/24,"45,400",-7.63%,312.73%,"22,000",100%,"28,600",
2020/09/28,해성티피씨,상장,"2,315","15,327","-1,518",한국투자증권,일반 목적용 기계 제조업,2021.04.06~04.07,"9,500~11,500","13,000","9,500",2021.04.06,"9,500~11,500","13,000","9,500",1508.95:1,16.05%,2021.04.12~04.13,"9,500~11,500",2053.27:1,,2021/04/21,"7,660",-5.08%,-41.08%,"26,000",100%,"33,800",
2020/09/28,씨프로,철회,"3,810","38,583",66,한국투자증권,통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/09/25,에이피알,철회,"3,447","159,000",-69,미래에셋대우,기타 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/09/23,싸이버원,상장,"2,320","22,372","1,903",키움증권,소프트웨어 개발 및 공급업,2021.02.24~02.25,"7,600~8,300","9,500","10,343",2021.02.24,"7,600~8,300","9,500","10,343",1303.1:1,9.70%,2021.03.02~03.03,"7,600~8,300",1880.43:1,,2021/03/11,"11,300",-5.83%,18.95%,"18,000",89.47%,"21,200",
2020/09/22,라이프시맨틱스,상장,"4,888","1,162","-3,963",한국투자증권,소프트웨어 개발 및 공급업,2021.03.08~03.09,"9,000~12,500","12,500","9,000",2021.03.08,"9,000~12,500","12,500","9,000",1402.17:1,3.78%,2021.03.11~03.12,"9,000~12,500",1774.57:1,,2021/03/23,"9,000",-4.96%,-28%,"25,000",100%,"17,500",
2020/09/18,오로스테크놀로지,상장,"4,654","26,901","7,570",키움증권,특수 목적용 기계 제조업,2021.02.08~02.09,"17,000~21,000","21,000","32,300",2021.02.08,"17,000~21,000","21,000","32,300",1260:1,37.12%,2021.02.15~02.16,"17,000~21,000",1033.82:1,,2021/02/24,"25,050",-2.53%,19.29%,"42,000",100%,"54,600",
2020/09/17,피엔에이치테크,상장,"1,997","7,127","-7,627",한국투자증권,기초화학물질 제조업,2021.01.28~01.29,"14,000~17,000","18,000","9,632",2021.01.28,"14,000~17,000","18,000","9,632",1454.47:1,9.58%,2021.02.03~02.04,"14,000~17,000",1528.76:1,,2021/02/16,"26,900",-4.44%,49.44%,"20,500",13.89%,"23,850",
2020/09/16,아이퀘스트,상장,986,"13,153","3,650",미래에셋대우,소프트웨어 개발 및 공급업,2021.01.20~01.21,"9,200~10,600","11,000","18,400",2021.01.20,"9,200~10,600","11,000","18,400",1504.02:1,18.70%,2021.01.27~01.28,"9,200~10,600",2853.34:1,,2021/02/05,"10,200",-4.23%,-7.27%,"22,000",100%,"20,000",
2020/09/15,쿠콘,상장,"3,972","39,526","8,382","삼성증권,하나금융투자",기타 정보 서비스업,,,,,,,,,,,,,,,,,,,,,,
2020/09/11,나노씨엠에스,상장,"2,104","3,978","-1,691",키움증권,전자부품 제조업,2021.02.22~02.23,"14,500~18,500","20,000","11,600",2021.02.22,"14,500~18,500","20,000","11,600",1295.75:1,6.65%,2021.02.25~02.26,"14,500~18,500",1243.48:1,,2021/03/09,"64,300",-4.60%,221.5%,"33,000",65%,"23,950",
2020/09/11,석경에이티,상장,"2,727","6,403","1,111",한국투자증권,기초 화학물질 제조업,2020.12.10~12.11,"8,000~10,000","10,000","8,000",2020.12.10,"8,000~10,000","10,000","8,000",1390.29:1,6.68%,2020.12.15~12.16,"8,000~10,000",1751.58:1,,2020/12/23,"14,850",-8.33%,48.5%,"20,000",100%,"26,000",
2020/09/09,지놈앤컴퍼니,상장,"6,930",46,"-84,669",한국투자증권,기초 의약물질 및 생물학적 제제,2020.12.07~12.08,"36,000~40,000","40,000","72,000",2020.12.07,"36,000~40,000","40,000","72,000",1163.49:1,9.08%,2020.12.14~12.15,"36,000~40,000",1175.10:1,,2020/12/23,"29,250",-6.40%,-26.88%,"80,000",100%,"68,800",
2020/09/09,씨이랩,상장,"1,478","7,089",62,IBK투자증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/09/08,애자일소다,철회,"4,062","4,212","-1,106",KB증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/09/07,티엘비,상장,"2,458","149,136","9,473",DB금융투자,전자부품 제조업,2020.11.30~12.01,"33,200~38,000","38,000","33,200",2020.11.30,"33,200~38,000","38,000","33,200",1318.82:1,6.10%,2020.12.03~12.04,"33,200~38,000",1551.19:1,,2020/12/14,"33,900",-4.78%,-10.79%,"75,900",99.74%,"54,500",
2020/09/07,씨앤투스성진,상장,"4,732","47,481",-430,미래에셋대우,기타 섬유제품 제조업,2021.01.12~01.13,"26,000~32,000","32,000","41,600",2021.01.12,"26,000~32,000","32,000","41,600",1010.02:1,1.70%,2021.01.19~01.20,"26,000~32,000",674.04:1,,2021/01/28,"6,020",-4.90%,-81.19%,"31,700",-0.94%,"28,700",
